date	store_number	membership_id	membership_type
2019-03-15	315	9984	Gold
2017-01-26	51	9985	Basic
2018-02-14	244	9986	Basic
2017-01-11	289	9987	Platinum
2017-01-09	147	9988	Basic
2019-02-24	253	9989	Platinum
2017-01-11	141	9990	Basic
2017-03-28	270	9991	Basic
2018-02-17	186	9992	Basic
2019-02-09	211	9993	Basic
2018-01-28	40	9994	Gold
2018-02-16	121	9995	Basic
2019-02-01	173	9996	Platinum
2017-01-01	476	9997	Basic
2018-03-12	286	9998	Basic
2019-01-25	206	9999	Basic
2019-03-03	182	10000	Basic
2019-02-10	106	10001	Basic
2017-03-02	381	10002	Basic
2017-03-16	7	10003	Diamond
2019-03-02	338	10004	Basic
2019-02-24	70	10005	Basic
2018-02-16	216	10006	Platinum
2019-02-05	200	10007	Basic
2017-03-16	410	10008	Diamond
2019-01-31	339	10009	Gold
2019-03-19	300	10010	Basic
2017-01-29	224	10011	Basic
2017-01-19	447	10012	Gold
2017-01-29	429	10013	Basic
2017-01-01	198	10014	Gold
2018-01-18	427	10015	Basic
2019-02-21	322	10016	Basic
2017-01-11	89	10017	Basic
2017-03-06	421	10018	Basic
2019-02-16	475	10019	Gold
2019-01-04	217	10020	Platinum
2018-03-27	255	10021	Gold
2018-01-28	37	10022	Basic
2019-03-19	26	10023	Basic
2019-02-28	460	10024	Basic
2019-02-15	424	10025	Basic
2018-03-01	198	10026	Basic
2018-01-10	273	10027	Basic
2018-03-24	13	10028	Basic
2017-02-22	219	10029	Basic
2019-03-30	448	10030	Gold
2017-03-03	282	10031	Basic
2019-03-16	404	10032	Basic
2017-03-14	292	10033	Basic
2017-03-23	347	10034	Basic
2018-01-28	452	10035	Basic
2017-02-06	402	10036	Basic
2018-03-21	362	10037	Basic
2017-02-24	187	10038	Diamond
2017-02-19	464	10039	Basic
2017-01-20	201	10040	Basic
2019-01-23	494	10041	Basic
2019-02-08	138	10042	Basic
2018-02-02	353	10043	Basic
2017-01-22	432	10044	Basic
2018-02-23	20	10045	Basic
2019-02-12	479	10046	Platinum
2017-02-26	256	10047	Basic
2018-01-21	385	10048	Basic
2017-03-29	15	10049	Basic
2017-03-08	267	10050	Basic
2019-03-09	2	10051	Diamond
2019-03-07	53	10052	Gold
2019-01-23	249	10053	Basic
2019-01-05	474	10054	Basic
2019-01-25	104	10055	Basic
2018-02-09	456	10056	Basic
2018-03-16	168	10057	Basic
2018-02-07	88	10058	Gold
2018-02-18	277	10059	Basic
2019-01-18	311	10060	Basic
2018-01-31	410	10061	Gold
2017-01-09	490	10062	Gold
2017-02-13	192	10063	Platinum
2017-03-21	486	10064	Gold
2018-03-09	43	10065	Gold
2018-01-16	377	10066	Gold
2017-03-26	220	10067	Basic
2019-03-04	366	10068	Basic
2017-01-20	26	10069	Basic
2017-02-18	118	10070	Basic
2018-03-06	360	10071	Basic
2018-03-11	48	10072	Platinum
2018-01-17	157	10073	Basic
2017-03-25	219	10074	Basic
2017-02-25	140	10075	Basic
2018-03-22	245	10076	Diamond
2017-03-14	53	10077	Gold
2017-01-05	326	10078	Basic
2019-01-04	217	10079	Basic
2017-03-12	347	10080	Platinum
2018-01-24	487	10081	Platinum
2018-03-27	224	10082	Gold
2019-01-31	226	10083	Gold
2018-02-13	124	10084	Platinum
2018-02-19	153	10085	Basic
2019-01-15	389	10086	Basic
2017-02-20	169	10087	Basic
2017-03-15	370	10088	Basic
2017-02-20	363	10089	Basic
2018-03-24	131	10090	Basic
2017-02-12	365	10091	Basic
2017-01-08	326	10092	Basic
2017-02-11	48	10093	Basic
2018-03-25	293	10094	Basic
2017-01-30	339	10095	Basic
2018-02-19	122	10096	Basic
2019-02-05	92	10097	Basic
2017-02-26	35	10098	Basic
2018-03-15	459	10099	Basic
2018-01-24	3	10100	Basic
2019-02-13	140	10101	Gold
2019-01-07	284	10102	Basic
2017-01-26	48	10103	Basic
2017-02-01	128	10104	Basic
2017-01-16	129	10105	Basic
2019-03-14	479	10106	Gold
2019-01-22	448	10107	Platinum
2017-03-24	89	10108	Diamond
2018-03-09	420	10109	Basic
2018-01-17	383	10110	Gold
2017-03-29	58	10111	Gold
2019-02-26	176	10112	Gold
2018-01-10	363	10113	Basic
2019-01-25	210	10114	Basic
2019-02-07	20	10115	Gold
2018-03-13	222	10116	Basic
2018-01-11	385	10117	Basic
2017-02-09	417	10118	Basic
2018-01-17	264	10119	Gold
2019-03-19	178	10120	Diamond
2018-02-17	227	10121	Basic
2017-02-12	351	10122	Basic
2019-01-17	394	10123	Basic
2018-01-25	147	10124	Basic
2019-02-18	146	10125	Gold
2018-02-24	52	10126	Basic
2018-01-15	220	10127	Gold
2019-01-18	472	10128	Basic
2018-03-30	98	10129	Basic
2018-02-02	321	10130	Gold
2017-01-09	225	10131	Platinum
2018-01-04	89	10132	Basic
2019-01-12	1	10133	Basic
2017-03-21	421	10134	Basic
2019-02-24	301	10135	Platinum
2019-03-08	492	10136	Platinum
2018-02-13	157	10137	Gold
2018-03-25	498	10138	Basic
2019-01-11	363	10139	Basic
2017-03-27	490	10140	Gold
2018-01-15	136	10141	Basic
2019-01-28	94	10142	Basic
2018-03-03	458	10143	Basic
2017-02-19	204	10144	Basic
2019-03-11	322	10145	Gold
2019-03-06	230	10146	Basic
2018-01-02	354	10147	Basic
2017-01-31	443	10148	Gold
2017-02-16	189	10149	Basic
2017-03-27	427	10150	Diamond
2017-01-18	74	10151	Basic
2017-03-21	336	10152	Basic
2018-01-19	250	10153	Basic
2018-01-24	164	10154	Basic
2017-03-14	310	10155	Basic
2017-01-21	425	10156	Basic
2017-03-17	144	10157	Gold
2018-03-28	99	10158	Basic
2018-01-16	198	10159	Basic
2018-01-18	454	10160	Basic
2019-01-21	141	10161	Platinum
2018-03-28	410	10162	Platinum
2019-02-20	174	10163	Basic
2018-02-22	387	10164	Basic
2017-02-06	84	10165	Basic
2018-01-15	406	10166	Basic
2017-03-11	215	10167	Gold
2019-01-12	232	10168	Gold
2019-01-04	230	10169	Gold
2019-01-02	236	10170	Basic
2017-01-02	144	10171	Basic
2019-03-02	458	10172	Basic
2017-03-28	86	10173	Gold
2017-01-06	112	10174	Gold
2019-03-22	6	10175	Basic
2018-03-01	16	10176	Basic
2019-02-17	424	10177	Basic
2019-03-22	52	10178	Basic
2018-03-28	377	10179	Basic
2019-03-09	106	10180	Basic
2017-03-13	483	10181	Basic
2018-03-20	242	10182	Platinum
2019-02-19	342	10183	Basic
2018-02-05	81	10184	Basic
2017-01-20	431	10185	Basic
2017-02-04	30	10186	Basic
2017-01-25	226	10187	Basic
2018-02-08	466	10188	Platinum
2019-02-12	461	10189	Basic
2019-02-26	331	10190	Basic
2018-01-11	438	10191	Gold
2019-03-13	277	10192	Basic
2017-01-28	153	10193	Gold
2019-03-21	248	10194	Basic
2018-02-26	446	10195	Basic
2017-01-27	215	10196	Basic
2018-03-10	239	10197	Gold
2019-01-16	474	10198	Basic
2017-02-07	93	10199	Basic
2018-01-28	52	10200	Basic
2019-03-24	454	10201	Basic
2018-03-27	421	10202	Gold
2018-01-16	151	10203	Platinum
2018-02-16	157	10204	Platinum
2017-01-08	10	10205	Gold
2018-01-28	213	10206	Gold
2017-02-01	101	10207	Basic
2018-02-07	306	10208	Basic
2017-03-11	454	10209	Diamond
2019-01-16	328	10210	Basic
2019-02-02	29	10211	Basic
2018-02-17	232	10212	Basic
2017-01-06	145	10213	Basic
2018-03-10	142	10214	Basic
2019-03-15	349	10215	Platinum
2018-01-18	188	10216	Basic
2018-01-31	146	10217	Platinum
2018-02-09	105	10218	Basic
2019-01-20	470	10219	Basic
2018-02-17	452	10220	Basic
2017-03-21	439	10221	Gold
2019-02-21	119	10222	Basic
2019-02-14	223	10223	Basic
2017-03-25	118	10224	Platinum
2017-02-12	431	10225	Diamond
2017-03-09	329	10226	Basic
2017-01-30	290	10227	Basic
2017-03-27	58	10228	Basic
2019-02-08	56	10229	Basic
2018-02-19	286	10230	Basic
2018-02-15	440	10231	Basic
2017-01-28	352	10232	Basic
2019-02-16	107	10233	Basic
2019-01-07	361	10234	Gold
2019-02-15	115	10235	Gold
2017-03-02	92	10236	Basic
2018-03-14	188	10237	Gold
2017-01-12	324	10238	Gold
2017-02-10	411	10239	Basic
2018-02-08	280	10240	Platinum
2017-03-02	319	10241	Gold
2017-02-13	106	10242	Gold
2018-02-19	226	10243	Gold
2018-01-17	421	10244	Gold
2019-02-23	249	10245	Basic
2017-03-03	408	10246	Platinum
2017-01-25	138	10247	Basic
2019-01-17	461	10248	Basic
2019-01-19	472	10249	Basic
2019-01-21	440	10250	Basic
2018-03-16	187	10251	Basic
2019-02-11	83	10252	Basic
2018-02-25	132	10253	Basic
2019-01-16	147	10254	Basic
2018-02-16	398	10255	Basic
2018-03-29	332	10256	Platinum
2017-01-16	254	10257	Basic
2017-03-02	170	10258	Basic
2019-02-12	264	10259	Gold
2018-03-30	223	10260	Basic
2019-03-09	156	10261	Basic
2019-03-11	381	10262	Platinum
2019-01-20	291	10263	Basic
2019-03-06	72	10264	Diamond
2019-01-19	269	10265	Basic
2017-01-15	39	10266	Basic
2019-01-21	382	10267	Basic
2018-02-02	271	10268	Basic
2018-01-21	52	10269	Gold
2018-03-23	81	10270	Basic
2017-02-23	370	10271	Basic
2017-01-21	221	10272	Basic
2017-01-20	35	10273	Basic
2019-01-15	354	10274	Basic
2017-03-26	268	10275	Basic
2017-02-07	232	10276	Basic
2019-02-04	357	10277	Diamond
2017-02-14	471	10278	Gold
2017-01-25	62	10279	Gold
2018-02-08	87	10280	Basic
2018-03-29	240	10281	Diamond
2019-03-30	409	10282	Gold
2018-02-15	231	10283	Basic
2017-01-11	36	10284	Basic
2018-03-11	461	10285	Basic
2017-01-09	28	10286	Basic
2018-01-23	491	10287	Basic
2018-01-11	226	10288	Basic
2019-02-19	159	10289	Basic
2018-03-17	156	10290	Platinum
2018-02-21	481	10291	Platinum
2017-01-24	324	10292	Basic
2017-01-22	95	10293	Basic
2018-01-25	499	10294	Basic
2019-03-27	247	10295	Basic
2017-03-08	161	10296	Gold
2017-02-05	498	10297	Platinum
2019-01-07	393	10298	Basic
2018-02-21	327	10299	Basic
2019-03-11	26	10300	Gold
2018-02-14	457	10301	Platinum
2017-03-18	181	10302	Platinum
2018-03-04	143	10303	Basic
2019-02-16	101	10304	Diamond
2019-03-21	490	10305	Basic
2018-01-24	247	10306	Basic
2017-02-10	428	10307	Basic
2018-02-09	470	10308	Platinum
2017-03-18	21	10309	Basic
2017-01-14	428	10310	Basic
2018-01-08	77	10311	Basic
2019-03-04	245	10312	Platinum
2019-02-01	350	10313	Platinum
2019-01-03	451	10314	Platinum
2017-03-12	207	10315	Gold
2019-01-02	203	10316	Basic
2017-03-29	326	10317	Basic
2017-01-15	378	10318	Basic
2018-01-10	457	10319	Gold
2018-03-03	403	10320	Basic
2018-03-30	40	10321	Basic
2019-03-06	401	10322	Gold
2018-01-09	93	10323	Diamond
2017-01-02	69	10324	Basic
2018-03-22	149	10325	Gold
2018-01-26	365	10326	Basic
2018-03-15	139	10327	Basic
2017-02-23	486	10328	Basic
2019-03-03	376	10329	Basic
2017-03-12	241	10330	Basic
2018-02-21	266	10331	Diamond
2017-03-06	196	10332	Basic
2019-02-04	477	10333	Basic
2018-03-08	55	10334	Diamond
2018-02-01	113	10335	Basic
2017-03-20	308	10336	Diamond
2018-01-09	477	10337	Basic
2018-02-14	379	10338	Basic
2017-03-14	148	10339	Gold
2019-01-25	170	10340	Platinum
2017-01-18	19	10341	Diamond
2019-02-16	418	10342	Gold
2017-01-07	2	10343	Platinum
2018-03-19	288	10344	Platinum
2019-03-01	258	10345	Platinum
2018-02-18	305	10346	Basic
2017-02-15	336	10347	Basic
2018-03-28	440	10348	Basic
2018-02-09	295	10349	Basic
2018-01-31	451	10350	Basic
2018-02-04	108	10351	Basic
2019-02-26	116	10352	Basic
2018-02-01	207	10353	Basic
2017-01-13	386	10354	Basic
2017-01-12	149	10355	Diamond
2019-02-28	484	10356	Basic
2017-02-21	221	10357	Basic
2017-03-16	390	10358	Basic
2017-01-29	308	10359	Gold
2019-01-19	19	10360	Platinum
2018-01-30	286	10361	Basic
2017-03-28	49	10362	Basic
2017-01-03	135	10363	Basic
2018-03-20	450	10364	Basic
2019-03-02	53	10365	Basic
2017-03-17	103	10366	Diamond
2019-03-19	173	10367	Platinum
2017-03-07	78	10368	Basic
2018-03-11	447	10369	Gold
2018-01-21	300	10370	Gold
2019-03-23	277	10371	Basic
2018-02-25	381	10372	Basic
2019-01-03	241	10373	Basic
2017-03-27	85	10374	Basic
2018-02-09	385	10375	Basic
2017-01-14	397	10376	Basic
2018-03-22	333	10377	Basic
2018-02-10	476	10378	Basic
2019-02-25	480	10379	Basic
2018-02-07	150	10380	Basic
2017-02-01	131	10381	Platinum
2017-03-21	257	10382	Gold
2018-01-24	457	10383	Gold
2019-02-28	302	10384	Gold
2017-03-09	391	10385	Basic
2019-01-21	419	10386	Basic
2017-03-28	195	10387	Basic
2019-02-11	119	10388	Basic
2018-01-16	460	10389	Gold
2018-01-21	11	10390	Basic
2018-01-30	69	10391	Basic
2018-01-29	188	10392	Basic
2019-03-17	380	10393	Basic
2018-03-19	395	10394	Platinum
2018-01-04	102	10395	Gold
2018-03-24	7	10396	Platinum
2017-01-08	68	10397	Basic
2018-03-22	102	10398	Basic
2017-02-23	490	10399	Platinum
2018-03-08	119	10400	Basic
2019-02-05	205	10401	Basic
2019-02-25	304	10402	Basic
2018-03-14	228	10403	Basic
2019-01-29	19	10404	Gold
2017-03-15	312	10405	Gold
2017-02-25	426	10406	Basic
2017-02-22	275	10407	Basic
2017-01-02	441	10408	Gold
2019-01-21	182	10409	Platinum
2017-02-27	161	10410	Gold
2017-02-18	361	10411	Gold
2017-02-11	174	10412	Diamond
2018-02-14	191	10413	Gold
2019-03-16	452	10414	Basic
2017-01-24	448	10415	Basic
2018-01-23	478	10416	Basic
2017-03-04	45	10417	Basic
2019-02-12	71	10418	Basic
2017-03-05	420	10419	Basic
2018-02-02	246	10420	Platinum
2019-02-15	166	10421	Basic
2018-02-07	127	10422	Gold
2017-02-11	419	10423	Basic
2019-03-11	73	10424	Basic
2019-01-29	119	10425	Basic
2017-02-05	460	10426	Basic
2019-01-28	63	10427	Basic
2018-01-13	165	10428	Gold
2018-01-29	81	10429	Basic
2019-03-25	463	10430	Basic
2019-02-20	334	10431	Gold
2018-03-30	312	10432	Platinum
2019-03-02	209	10433	Basic
2018-03-16	241	10434	Platinum
2017-03-18	239	10435	Basic
2018-03-13	144	10436	Basic
2019-02-24	156	10437	Gold
2019-01-02	68	10438	Basic
2018-03-06	152	10439	Basic
2017-02-15	251	10440	Basic
2019-01-23	293	10441	Basic
2018-03-24	334	10442	Basic
2018-02-06	53	10443	Gold
2019-01-17	159	10444	Gold
2019-02-25	11	10445	Basic
2018-01-07	303	10446	Basic
2019-02-10	308	10447	Diamond
2019-03-22	2	10448	Diamond
2018-01-28	223	10449	Diamond
2018-02-21	280	10450	Basic
2017-01-06	373	10451	Basic
2018-01-28	466	10452	Basic
2017-03-19	499	10453	Basic
2019-01-29	322	10454	Basic
2018-01-21	393	10455	Basic
2017-03-12	234	10456	Basic
2019-01-07	398	10457	Basic
2017-03-15	332	10458	Basic
2018-03-15	458	10459	Diamond
2018-01-27	333	10460	Basic
2017-02-02	335	10461	Basic
2017-02-12	207	10462	Basic
2019-01-26	1	10463	Basic
2018-03-14	100	10464	Basic
2017-03-25	465	10465	Basic
2017-03-29	320	10466	Basic
2018-01-04	295	10467	Basic
2017-02-28	423	10468	Basic
2017-02-20	473	10469	Gold
2017-01-27	384	10470	Platinum
2019-02-03	211	10471	Gold
2019-03-17	287	10472	Diamond
2019-01-05	295	10473	Diamond
2018-02-09	228	10474	Basic
2017-01-07	138	10475	Basic
2018-02-21	406	10476	Gold
2017-02-21	355	10477	Basic
2019-01-05	382	10478	Basic
2018-02-08	382	10479	Diamond
2019-02-17	312	10480	Basic
2019-01-03	347	10481	Basic
2019-03-08	177	10482	Basic
2018-03-04	420	10483	Gold
2018-01-27	479	10484	Basic
2017-03-04	386	10485	Basic
2017-02-01	245	10486	Gold
2018-01-09	72	10487	Gold
2017-01-31	384	10488	Platinum
2017-03-20	401	10489	Basic
2019-02-22	31	10490	Basic
2019-02-20	231	10491	Diamond
2018-01-29	142	10492	Basic
2017-03-02	423	10493	Basic
2018-01-02	9	10494	Platinum
2017-02-19	336	10495	Gold
2018-02-08	143	10496	Basic
2017-03-18	280	10497	Basic
2018-02-22	201	10498	Basic
2018-01-27	385	10499	Platinum
2017-03-04	16	10500	Basic
2017-02-05	222	10501	Basic
2017-01-08	477	10502	Basic
2017-02-28	421	10503	Basic
2017-02-19	473	10504	Basic
2017-02-28	343	10505	Basic
2019-01-24	375	10506	Basic
2019-02-22	338	10507	Basic
2018-01-02	175	10508	Platinum
2019-02-09	306	10509	Gold
2019-03-25	290	10510	Platinum
2019-01-14	285	10511	Basic
2019-01-18	71	10512	Basic
2018-02-25	69	10513	Basic
2017-02-19	345	10514	Basic
2019-01-31	403	10515	Basic
2017-01-27	105	10516	Basic
2017-03-05	325	10517	Basic
2018-03-19	175	10518	Platinum
2018-01-25	423	10519	Basic
2018-02-20	337	10520	Basic
2018-03-01	97	10521	Basic
2019-03-13	337	10522	Gold
2019-01-06	54	10523	Basic
2018-03-06	86	10524	Basic
2019-01-31	321	10525	Basic
2017-03-22	201	10526	Basic
2019-02-22	442	10527	Basic
2018-02-15	421	10528	Basic
2018-02-02	499	10529	Basic
2018-01-04	12	10530	Basic
2017-01-21	263	10531	Platinum
2017-01-13	389	10532	Basic
2018-01-14	480	10533	Basic
2019-02-18	263	10534	Basic
2017-01-18	317	10535	Diamond
2019-01-07	345	10536	Basic
2019-03-08	17	10537	Gold
2018-03-27	447	10538	Gold
2018-01-30	255	10539	Basic
2018-01-11	466	10540	Basic
2018-02-26	81	10541	Diamond
2018-02-09	142	10542	Basic
2018-03-22	338	10543	Basic
2017-03-17	439	10544	Basic
2019-03-01	311	10545	Basic
2019-03-25	290	10546	Basic
2017-01-28	152	10547	Basic
2017-03-27	99	10548	Gold
2019-02-24	174	10549	Gold
2019-01-23	289	10550	Basic
2017-01-28	51	10551	Gold
2018-02-02	255	10552	Platinum
2017-01-13	344	10553	Diamond
2018-01-08	206	10554	Basic
2018-02-08	47	10555	Basic
2017-02-20	150	10556	Basic
2018-02-25	437	10557	Basic
2019-02-16	440	10558	Basic
2018-02-04	408	10559	Gold
2019-03-25	302	10560	Basic
2018-03-21	68	10561	Basic
2018-02-16	109	10562	Basic
2017-03-06	211	10563	Basic
2018-03-09	152	10564	Platinum
2019-01-22	339	10565	Basic
2019-02-06	75	10566	Basic
2018-03-07	72	10567	Basic
2018-03-19	95	10568	Basic
2018-02-28	493	10569	Basic
2018-01-11	403	10570	Basic
2019-03-25	384	10571	Platinum
2017-01-13	374	10572	Gold
2019-03-17	272	10573	Platinum
2018-03-26	499	10574	Basic
2018-02-25	284	10575	Platinum
2018-01-15	113	10576	Platinum
2017-01-14	251	10577	Basic
2018-02-09	30	10578	Basic
2017-03-16	21	10579	Basic
2019-01-24	162	10580	Basic
2017-01-31	310	10581	Basic
2017-03-16	110	10582	Basic
2019-03-13	80	10583	Gold
2019-03-21	477	10584	Basic
2018-02-18	408	10585	Diamond
2019-03-19	82	10586	Basic
2019-03-20	410	10587	Basic
2019-03-02	421	10588	Diamond
2019-01-06	438	10589	Basic
2019-01-11	234	10590	Platinum
2019-03-04	314	10591	Gold
2019-02-27	358	10592	Basic
2019-02-27	321	10593	Gold
2019-03-16	368	10594	Basic
2017-02-18	87	10595	Gold
2017-03-02	486	10596	Basic
2017-03-10	271	10597	Basic
2018-03-13	153	10598	Basic
2017-01-23	413	10599	Basic
2018-03-17	316	10600	Basic
2018-03-13	76	10601	Basic
2018-03-15	401	10602	Basic
2019-01-31	340	10603	Basic
2017-01-04	420	10604	Platinum
2017-02-05	367	10605	Basic
2017-03-24	56	10606	Basic
2018-01-26	416	10607	Basic
2017-02-26	127	10608	Platinum
2017-02-06	44	10609	Basic
2017-03-14	135	10610	Gold
2017-01-18	332	10611	Basic
2019-03-26	166	10612	Basic
2017-01-09	104	10613	Diamond
2018-01-27	419	10614	Basic
2017-01-29	441	10615	Basic
2019-03-10	183	10616	Basic
2019-01-15	81	10617	Gold
2018-01-23	296	10618	Basic
2017-03-27	459	10619	Basic
2018-01-13	288	10620	Platinum
2019-02-03	313	10621	Basic
2017-02-03	341	10622	Basic
2019-02-13	379	10623	Basic
2019-03-17	34	10624	Basic
2019-03-08	34	10625	Basic
2019-03-04	17	10626	Basic
2019-03-19	49	10627	Basic
2017-03-02	478	10628	Basic
2017-02-10	463	10629	Basic
2019-03-10	419	10630	Basic
2017-03-07	1	10631	Gold
2017-03-27	343	10632	Gold
2019-01-13	265	10633	Diamond
2019-01-23	136	10634	Gold
2019-02-05	57	10635	Gold
2017-02-10	135	10636	Basic
2018-02-02	146	10637	Basic
2017-03-02	73	10638	Basic
2019-03-06	301	10639	Gold
2017-03-02	379	10640	Platinum
2019-01-27	327	10641	Gold
2018-03-21	99	10642	Basic
2018-01-13	119	10643	Basic
2019-03-25	446	10644	Basic
2017-03-16	486	10645	Basic
2019-01-18	198	10646	Basic
2017-02-07	150	10647	Gold
2017-03-09	94	10648	Gold
2018-02-26	97	10649	Basic
2018-02-18	458	10650	Diamond
2017-02-11	315	10651	Basic
2019-02-23	111	10652	Gold
2019-01-15	342	10653	Basic
2018-03-28	331	10654	Basic
2017-02-14	303	10655	Basic
2017-03-04	489	10656	Platinum
2019-01-20	69	10657	Basic
2018-01-11	295	10658	Basic
2019-03-04	339	10659	Basic
2017-01-01	209	10660	Platinum
2019-02-25	45	10661	Basic
2019-01-12	423	10662	Basic
2018-02-01	119	10663	Basic
2019-03-20	447	10664	Platinum
2017-01-30	424	10665	Gold
2019-03-01	263	10666	Diamond
2018-01-12	350	10667	Gold
2018-01-03	292	10668	Basic
2017-03-11	168	10669	Basic
2018-01-22	363	10670	Basic
2018-01-17	268	10671	Basic
2018-01-05	223	10672	Basic
2019-03-01	166	10673	Diamond
2019-03-22	367	10674	Diamond
2018-02-20	300	10675	Basic
2017-01-21	223	10676	Basic
2019-03-27	306	10677	Gold
2018-02-16	430	10678	Basic
2019-02-17	489	10679	Gold
2019-02-24	12	10680	Gold
2019-02-25	334	10681	Basic
2019-03-25	482	10682	Platinum
2019-03-14	288	10683	Platinum
2017-01-27	142	10684	Basic
2019-03-30	393	10685	Basic
2017-03-15	396	10686	Basic
2019-03-30	191	10687	Basic
2018-02-25	219	10688	Platinum
2019-02-14	284	10689	Diamond
2018-01-29	156	10690	Basic
2018-02-13	355	10691	Gold
2017-02-01	291	10692	Basic
2018-01-14	187	10693	Basic
2018-01-19	489	10694	Basic
2017-02-11	416	10695	Basic
2019-03-18	334	10696	Platinum
2017-01-13	226	10697	Gold
2018-01-11	51	10698	Basic
2017-03-27	495	10699	Basic
2018-03-08	483	10700	Basic
2017-01-21	266	10701	Basic
2018-03-05	181	10702	Gold
2019-03-19	416	10703	Basic
2018-03-15	33	10704	Basic
2017-02-23	343	10705	Basic
2019-03-18	331	10706	Gold
2017-01-24	1	10707	Basic
2018-01-05	64	10708	Platinum
2017-01-29	437	10709	Basic
2018-01-08	68	10710	Basic
2018-01-21	463	10711	Gold
2019-01-08	355	10712	Basic
2017-03-25	387	10713	Basic
2019-02-21	430	10714	Basic
2018-01-04	91	10715	Basic
2019-02-25	216	10716	Basic
2018-02-28	110	10717	Basic
2018-03-16	195	10718	Basic
2017-03-05	463	10719	Basic
2018-02-01	56	10720	Basic
2017-02-24	366	10721	Basic
2017-03-26	198	10722	Basic
2019-02-14	192	10723	Basic
2019-03-13	59	10724	Basic
2019-02-01	98	10725	Basic
2017-03-26	180	10726	Basic
2018-03-25	459	10727	Basic
2019-01-18	224	10728	Basic
2018-02-26	121	10729	Basic
2019-03-13	313	10730	Basic
2018-02-08	323	10731	Basic
2019-03-28	135	10732	Basic
2017-01-02	388	10733	Basic
2017-03-08	160	10734	Gold
2019-03-06	482	10735	Gold
2019-01-11	368	10736	Basic
2018-02-26	322	10737	Basic
2018-01-25	171	10738	Basic
2018-03-24	289	10739	Basic
2017-01-21	183	10740	Basic
2019-03-07	343	10741	Basic
2017-01-19	391	10742	Basic
2018-03-06	234	10743	Basic
2018-03-06	205	10744	Basic
2018-03-11	321	10745	Basic
2017-01-02	260	10746	Basic
2017-02-23	189	10747	Basic
2018-03-26	137	10748	Basic
2017-02-13	352	10749	Gold
2019-01-06	144	10750	Basic
2018-03-01	222	10751	Basic
2018-02-09	112	10752	Platinum
2019-01-28	491	10753	Basic
2019-02-02	443	10754	Basic
2019-03-06	149	10755	Basic
2018-01-31	314	10756	Basic
2019-01-31	5	10757	Platinum
2019-01-18	196	10758	Platinum
2017-03-07	397	10759	Basic
2019-03-19	147	10760	Basic
2019-01-24	423	10761	Basic
2018-03-05	215	10762	Basic
2018-03-19	404	10763	Basic
2018-03-24	141	10764	Basic
2018-03-16	410	10765	Diamond
2017-03-01	403	10766	Basic
2018-02-05	485	10767	Basic
2017-02-03	237	10768	Basic
2019-01-06	457	10769	Basic
2018-02-25	10	10770	Basic
2018-02-14	367	10771	Basic
2018-01-31	182	10772	Gold
2017-02-22	471	10773	Gold
2017-02-13	4	10774	Basic
2017-02-25	322	10775	Platinum
2017-01-06	172	10776	Basic
2018-03-11	467	10777	Basic
2017-01-06	41	10778	Basic
2017-02-18	448	10779	Basic
2017-02-17	39	10780	Basic
2019-02-07	416	10781	Basic
2019-02-03	288	10782	Basic
2017-03-03	277	10783	Basic
2017-03-17	435	10784	Platinum
2018-03-26	28	10785	Basic
2018-02-21	281	10786	Basic
2018-01-13	480	10787	Basic
2017-02-07	472	10788	Basic
2019-01-16	10	10789	Basic
2017-02-10	158	10790	Platinum
2019-02-07	174	10791	Basic
2017-01-18	444	10792	Basic
2018-03-14	96	10793	Basic
2017-01-16	58	10794	Basic
2019-01-23	201	10795	Diamond
2018-01-14	161	10796	Basic
2017-03-22	20	10797	Gold
2018-01-23	123	10798	Gold
2018-03-12	398	10799	Basic
2019-01-18	42	10800	Basic
2019-01-13	46	10801	Basic
2019-03-21	62	10802	Basic
2019-03-03	193	10803	Gold
2019-01-28	137	10804	Gold
2019-02-25	159	10805	Basic
2017-03-15	281	10806	Basic
2019-01-11	162	10807	Diamond
2018-01-14	327	10808	Basic
2017-02-17	189	10809	Basic
2019-02-12	61	10810	Basic
2018-01-30	161	10811	Gold
2018-02-25	376	10812	Basic
2017-01-19	450	10813	Basic
2018-02-27	114	10814	Basic
2018-03-16	7	10815	Basic
2017-02-16	405	10816	Basic
2017-01-03	424	10817	Basic
2017-01-27	321	10818	Platinum
2017-01-24	332	10819	Basic
2018-02-26	412	10820	Gold
2017-02-03	483	10821	Basic
2018-03-09	229	10822	Basic
2018-03-02	461	10823	Basic
2017-01-06	488	10824	Basic
2019-02-06	343	10825	Basic
2017-02-24	210	10826	Basic
2019-01-31	246	10827	Basic
2018-03-02	95	10828	Basic
2017-01-14	145	10829	Basic
2017-03-02	178	10830	Basic
2017-03-02	357	10831	Platinum
2017-02-08	85	10832	Basic
2017-01-23	312	10833	Basic
2018-01-09	10	10834	Basic
2017-01-21	338	10835	Basic
2018-02-16	73	10836	Basic
2018-02-25	429	10837	Diamond
2019-01-10	421	10838	Basic
2017-02-01	411	10839	Basic
2018-01-25	167	10840	Gold
2018-01-26	235	10841	Basic
2017-03-24	500	10842	Platinum
2019-01-04	13	10843	Basic
2018-01-12	69	10844	Gold
2018-02-04	354	10845	Basic
2019-01-01	251	10846	Basic
2017-01-19	401	10847	Gold
2019-03-30	419	10848	Basic
