date	store_number	product_id	quantity
2017-01-08	497	13773	88
2017-03-11	473	13773	120
2019-02-22	346	13774	106
2019-01-31	326	13777	188
2017-01-24	352	13782	47
2018-03-02	397	13782	9
2018-01-28	368	13786	49
2017-03-22	97	13787	188
2017-03-06	6	13793	797
2017-02-21	160	13797	107
2017-01-28	164	13799	294
2018-02-14	143	13801	128
2018-03-19	185	13801	111
2018-03-03	466	13808	137
2018-02-26	214	13819	195
2018-03-25	50	13819	19
2019-01-21	242	13821	123
2017-01-01	12	13822	123
2017-02-14	291	13824	206
2019-01-10	269	13826	60
2019-03-17	46	13827	202
2019-02-17	158	13829	36
2017-03-12	40	1383	6
2018-02-21	139	13831	145
2019-02-26	46	13834	220
2019-02-14	408	13835	58
2018-01-03	26	13837	146
2017-01-14	390	13845	496
2018-01-02	374	13845	162
2017-03-07	241	13848	66
2018-01-21	382	1385	245
2017-01-09	250	13851	205
2017-01-30	170	13852	265
2017-03-29	397	13852	180
2018-01-04	494	13857	5
2018-01-08	98	13859	197
2018-02-24	205	13861	211
2019-03-08	326	13861	113
2019-01-19	397	13862	200
2018-03-23	226	13863	141
2017-01-04	358	13866	218
2018-03-24	487	13866	225
2019-03-11	92	13868	144
2019-02-11	477	1387	29
2017-03-17	411	13871	33
2019-01-22	281	13871	35
2017-01-30	309	13872	43
2018-01-04	387	13876	164
2018-01-28	397	13876	78
2019-02-06	358	13876	140
2017-02-05	313	13881	120
2018-02-07	345	13881	54
2019-03-02	384	13881	246
2018-02-04	167	13886	32
2017-01-08	308	13887	197
2017-01-21	76	13887	170
2019-01-18	254	13889	95
2019-01-08	197	13890	116
2019-01-15	125	13893	145
2018-03-25	152	13896	130
2017-02-11	160	13897	319
2018-01-22	53	13900	64
2019-01-09	121	13900	114
2018-02-05	166	13901	30
2018-02-04	352	13902	52
2018-02-18	100	13902	61
2019-01-01	95	13902	157
2018-01-03	273	13903	53
2017-02-25	400	13907	114
2017-03-29	388	13910	78
2019-03-18	131	13913	85
2018-01-26	399	13915	86
2018-03-22	51	13915	143
2017-02-04	214	13919	3
2017-01-05	198	13920	140
2019-01-02	260	13920	183
2018-03-09	275	13921	201
2017-03-07	92	13922	206
2017-03-20	264	13925	42
2019-03-01	399	13926	131
2018-01-14	147	13927	132
2017-01-18	290	13928	76
2019-01-14	308	13928	174
2017-01-02	133	13929	135
2018-01-17	164	13931	51
2017-03-19	56	13932	111
2018-01-04	268	13936	114
2019-03-17	155	13937	133
2017-01-22	440	13939	78
2018-02-21	421	1394	167
2017-03-13	262	13942	217
2017-01-16	28	13943	17
2017-02-06	50	13944	148
2018-03-24	291	13944	208
2019-01-15	459	13944	13
2019-03-25	192	13949	135
2017-03-17	49	13950	94
2019-01-22	400	13951	109
2017-02-09	484	13952	144
2018-02-20	465	13953	311
2018-03-19	274	13956	5
2019-03-22	67	13956	65
2018-03-19	176	13958	29
2017-03-17	331	13966	93
2017-01-31	130	13970	590
2018-02-28	68	13971	73
2019-03-26	66	13972	30
2019-01-06	202	13979	15
2017-02-13	242	13980	27
2018-01-20	187	13980	25
2018-02-26	24	13982	66
2017-01-03	230	13990	144
2019-02-10	467	13990	126
2019-03-26	177	13990	200
2018-01-06	368	13993	159
2019-03-07	481	13993	80
2017-01-29	238	13998	70
2019-02-01	12	13998	60
2018-02-25	401	13999	100
2019-03-21	361	140	133
2018-03-09	9	1400	115
2018-01-03	227	14002	42
2017-03-27	436	14006	61
2018-03-05	67	14008	182
2018-03-16	442	14008	268
2017-02-28	157	14009	154
2019-01-23	90	14009	238
2018-03-26	432	1401	60
2018-03-25	445	14010	156
2019-01-02	53	14013	27
2018-01-01	375	14016	46
2018-03-03	260	14017	178
2019-01-24	323	14017	156
2017-01-21	308	14018	90
2019-01-18	322	14020	168
2017-02-09	142	14024	73
2017-03-29	287	14024	53
2017-01-27	16	14026	160
2018-03-24	460	14027	229
2017-01-08	419	14029	142
2018-01-19	154	14029	40
2019-01-18	375	1403	109
2017-01-16	290	14036	88
2018-02-05	28	14036	87
2018-01-30	2	14037	222
2019-03-17	190	14039	62
2017-03-07	469	14047	178
2019-03-12	215	14047	156
2018-03-27	106	14048	111
2018-01-21	151	14050	9
2019-02-02	361	14051	124
2018-03-15	403	14053	177
2017-02-24	463	14054	238
2019-01-05	382	14057	62
2017-02-19	183	14059	229
2017-03-29	280	14059	61
2018-02-07	413	14060	57
2017-03-21	148	14063	71
2018-01-03	5	14063	174
2017-01-06	254	14064	22
2018-01-27	137	14067	28
2018-03-09	347	14068	24
2017-01-14	439	1407	431
2018-03-07	437	14070	46
2017-02-21	44	14071	142
2018-03-15	372	14072	155
2017-02-26	364	14075	138
2018-01-01	114	14075	32
2018-01-07	370	14076	68
2017-02-05	466	14080	261
2017-03-05	62	14083	179
2019-01-02	208	14085	91
2019-02-18	466	14091	94
2017-03-24	228	14093	103
2018-01-24	192	14096	194
2018-02-10	145	14097	175
2019-02-20	212	14097	203
2017-02-21	180	14103	198
2017-02-02	288	14104	124
2019-03-21	420	14106	92
2019-01-23	342	14111	173
2017-02-06	467	14114	23
2017-03-25	22	14118	141
2018-03-10	52	14118	116
2019-03-10	376	14118	80
2019-03-21	9	14118	135
2018-02-22	262	14119	183
2018-03-28	489	14119	130
2019-01-09	189	14119	88
2019-02-11	30	1412	65
2017-02-19	441	14120	146
2018-03-27	261	14122	134
2017-03-14	273	14124	137
2017-01-14	137	14129	5
2018-03-09	368	14129	2
2019-02-26	112	14131	218
2017-01-07	378	14136	502
2017-01-09	204	14137	31
2018-03-04	350	14140	209
2018-01-03	427	14141	102
2018-01-25	277	14142	71
2018-01-03	338	14143	170
2018-03-05	219	14143	186
2018-03-08	433	14143	43
2019-01-28	101	14145	201
2017-01-15	342	14146	48
2017-03-26	199	14149	157
2019-03-22	390	1415	20
2017-02-24	106	14151	235
2017-03-22	267	14155	6
2017-03-07	79	14156	216
2017-03-13	380	14158	43
2018-01-10	78	14159	109
2017-01-29	79	1416	48
2018-01-12	267	14160	80
2017-01-28	68	14168	59
2017-03-08	257	14170	226
2019-02-02	97	14173	190
2018-01-04	189	14175	182
2017-03-12	436	14176	133
2017-03-04	281	14181	114
2019-02-19	120	14182	551
2017-03-19	110	14184	83
2019-02-01	61	14184	131
2017-02-06	425	14188	30
2018-01-29	443	14188	172
2019-03-03	115	14189	168
2019-03-22	202	14193	115
2019-03-22	425	14193	2
2018-01-22	240	14196	5
2019-01-21	300	14196	150
2018-02-03	359	14197	223
2018-02-12	70	14197	188
2018-02-22	288	14197	284
2017-01-05	37	14198	230
2017-02-25	411	1420	209
2019-02-25	495	1420	2
2017-01-15	428	14201	78
2019-03-10	462	14205	172
2017-02-12	278	14209	156
2017-02-17	493	14209	50
2017-02-28	1	14211	77
2019-01-05	329	14217	204
2017-03-11	31	14218	96
2018-03-19	83	14218	43
2019-03-08	27	14218	144
2018-03-13	169	14220	164
2019-01-12	268	14221	295
2019-03-03	35	14226	440
2018-03-27	414	14228	164
2017-03-11	184	14229	38
2017-03-20	463	14229	1
2019-02-16	229	14231	183
2019-01-28	135	14232	245
2017-02-21	210	14233	17
2018-02-14	329	14233	59
2019-03-09	138	14233	57
2018-01-16	8	14234	142
2017-03-27	255	14239	29
2018-03-16	163	14239	17
2017-03-19	317	14243	34
2017-03-22	124	14244	142
2018-03-01	57	14244	94
2018-01-18	217	14246	238
2017-01-31	397	14247	70
2017-01-18	145	1425	185
2019-02-23	170	1425	199
2018-01-04	306	14250	73
2018-01-24	109	14250	146
2019-03-21	62	1426	98
2017-02-01	330	14263	171
2018-03-01	84	14263	204
2017-01-12	192	14265	150
2018-02-15	161	14265	21
2017-01-23	69	14267	33
2018-01-30	392	14269	64
2019-01-25	454	14272	138
2018-03-17	350	14274	226
2018-03-16	492	14275	588
2017-01-17	27	14278	226
2019-03-02	44	1428	344
2017-01-09	481	14280	144
2019-02-04	435	14281	21
2019-01-23	21	14283	65
2019-03-19	234	14284	159
2018-03-19	186	14285	102
2018-02-08	273	14287	128
2018-03-25	383	14288	193
2018-01-05	239	14290	42
2018-01-22	482	14291	14
2018-03-12	227	14292	87
2019-03-03	284	14293	157
2017-03-04	315	143	188
2019-02-05	287	143	16
2017-02-25	116	14301	2
2017-01-16	194	14302	164
2017-02-04	143	14302	48
2017-01-05	404	14303	72
2017-02-16	498	14304	204
2018-01-12	185	14306	14
2018-02-15	15	1431	62
2019-02-19	464	14311	148
2019-03-19	405	14313	193
2018-03-18	1	14316	167
2019-01-16	397	14316	130
2019-03-08	485	14317	192
2018-03-18	22	14318	97
2019-03-10	392	14319	35
2018-02-09	442	1432	129
2018-02-01	152	14324	212
2019-03-13	434	14329	80
2018-03-24	261	14331	142
2017-02-14	116	14334	124
2018-03-27	236	14335	89
2018-01-03	253	14336	203
2018-03-15	490	14336	275
2019-03-24	294	14336	497
2017-03-06	293	14337	1
2018-01-22	398	14337	125
2018-02-15	33	14338	40
2018-03-29	108	1434	59
2017-03-01	288	14341	87
2017-02-17	497	14343	128
2018-01-23	208	14346	15
2019-01-11	329	14346	180
2017-02-08	487	14347	176
2019-01-07	349	14348	161
2018-02-19	485	14351	204
2018-01-04	345	14352	279
2017-02-02	379	14354	46
2017-01-30	480	14358	110
2019-01-15	58	14359	236
2017-02-14	330	14360	43
2018-01-14	454	14364	101
2017-01-03	261	14366	194
2018-02-18	300	14367	91
2018-02-16	380	14373	132
2019-03-23	371	14373	127
2017-01-12	382	14377	162
2019-02-26	354	14378	41
2019-03-07	94	1438	38
2017-01-03	220	14382	15
2019-03-26	480	14383	182
2017-02-28	390	14385	199
2019-01-19	333	14385	191
2019-02-18	411	14386	228
2018-03-23	141	1439	67
2018-01-21	239	14397	220
2019-03-11	416	14399	150
2017-03-01	85	14400	128
2018-03-19	28	14402	151
2018-03-30	383	14402	4
2017-02-24	278	14406	55
2018-02-21	297	14406	76
2019-02-08	432	14407	186
2019-01-01	462	14408	27
2018-01-26	78	14409	30
2019-03-26	69	1441	296
2019-02-18	299	14413	33
2019-01-12	449	14414	57
2019-01-16	416	14414	165
2019-02-02	401	14414	24
2019-02-19	151	14416	134
2018-01-13	450	14419	139
2017-01-16	365	14422	66
2019-01-03	135	14431	107
2017-01-08	397	14438	99
2017-01-25	218	1444	97
2017-02-27	338	14440	202
2018-01-20	23	14442	149
2017-01-03	204	14446	198
2019-01-16	101	14448	219
2019-02-08	181	14450	84
2018-03-26	33	14452	370
2019-02-11	92	14453	854
2017-01-23	2	14454	192
2019-02-16	299	14456	206
2018-03-23	68	14458	46
2018-02-17	420	14459	29
2017-01-16	305	1446	148
2017-01-01	327	14460	130
2017-03-09	351	14460	157
2018-03-12	48	14460	121
2019-01-12	1	14460	188
2019-02-05	331	14460	190
2019-01-11	136	14461	190
2017-03-19	84	14463	238
2018-02-03	387	14463	136
2018-01-10	426	14464	182
2019-01-01	364	14466	179
2019-01-28	270	14467	1059
2017-03-12	495	1447	28
2018-01-22	61	14472	156
2017-03-20	295	14474	24
2018-02-01	263	14475	82
2018-02-01	66	14475	153
2017-03-12	486	14476	13
2018-01-20	62	14476	1
2019-01-16	495	14478	32
2019-01-28	485	14481	8
2019-01-20	395	14482	110
2019-02-19	119	14482	15
2017-02-23	277	14485	175
2018-03-26	382	14485	169
2019-02-24	290	14486	222
2019-01-16	66	14487	13
2019-01-09	284	14488	165
2017-02-03	414	14494	197
2018-02-09	12	14495	9
2018-01-16	411	14497	166
2017-02-25	133	145	133
2018-02-23	398	14503	74
2018-03-10	460	14504	222
2018-02-14	220	14505	23
2019-03-22	64	14505	107
2019-02-22	494	14506	229
2019-03-02	235	14513	71
2017-02-23	199	14516	80
2018-01-13	95	14517	89
2017-03-19	92	14518	235
2018-01-05	98	14519	138
2017-02-01	78	14525	107
2018-03-07	137	1453	364
2019-01-14	80	1453	388
2019-02-14	499	1453	15
2017-02-23	35	14530	190
2019-03-08	17	14533	37
2017-02-06	237	14534	138
2017-02-08	319	14534	137
2018-03-17	80	14535	67
2017-01-29	289	14536	110
2017-01-12	179	14537	25
2019-03-03	168	1454	467
2019-01-29	334	14540	22
2019-03-07	421	14544	52
2019-03-18	268	14550	46
2017-03-08	21	14551	79
2018-02-01	370	14553	64
2019-01-25	96	14553	229
2018-01-20	499	14557	59
2017-01-21	161	1456	16
2017-01-21	166	14564	75
2017-02-05	413	14565	163
2019-02-18	241	14565	99
2018-02-26	322	14567	186
2018-01-06	330	14568	47
2018-01-13	62	14569	298
2019-02-16	178	14570	53
2018-02-22	90	14571	145
2017-01-06	283	14573	171
2018-02-03	199	14576	81
2019-02-14	483	14577	112
2017-03-13	493	14578	20
2018-03-04	495	14579	224
2017-03-03	93	1458	219
2017-01-28	5	14581	151
2017-02-10	308	14582	121
2018-03-26	52	14582	54
2018-03-29	194	14583	175
2019-01-17	404	14583	29
2019-01-23	483	14588	177
2018-02-26	157	1459	143
2019-02-21	372	1459	177
2017-02-27	58	14590	157
2019-02-25	232	14593	110
2017-02-12	188	14598	19
2018-03-02	202	14598	118
2017-03-27	120	14599	494
2017-02-26	185	14601	127
2017-02-08	380	14604	125
2018-01-10	370	14604	45
2018-02-24	332	14604	127
2019-01-27	232	14606	195
2017-01-28	371	14609	239
2018-02-20	408	14609	192
2019-01-09	359	14611	125
2017-01-18	78	14618	142
2018-02-10	247	1462	1
2019-02-16	195	1462	87
2017-02-18	342	14620	144
2017-03-21	21	14621	191
2019-01-26	54	14623	226
2017-03-09	196	14626	141
2019-02-23	299	14628	136
2018-02-18	283	14629	5
2017-01-06	33	1463	151
2019-02-06	348	1463	72
2019-02-20	68	14630	123
2017-02-15	315	14631	71
2018-03-19	376	14632	59
2019-03-25	318	14632	28
2018-02-18	493	14639	44
2018-01-16	150	14640	146
2019-03-26	182	14640	203
2019-01-07	114	14642	112
2019-01-14	232	14642	186
2019-03-03	372	14644	179
2017-03-16	28	1465	32
2017-03-20	146	1465	95
2019-03-28	27	14650	134
2017-01-12	291	14652	177
2019-03-27	443	14652	102
2017-01-24	294	14653	513
2018-02-16	78	14653	1128
2019-01-06	308	14656	104
2019-01-21	490	14656	241
2019-02-10	95	14656	126
2017-01-13	326	14659	56
2018-02-15	59	14662	91
2018-01-07	158	14665	189
2017-01-29	65	14675	178
2018-02-11	263	14676	561
2019-03-22	150	14677	202
2019-01-28	32	14680	18
2017-03-01	487	14681	161
2018-02-22	163	14687	204
2017-01-29	171	1469	334
2019-03-07	295	14691	98
2017-02-18	321	14692	15
2017-01-14	355	14693	143
2018-01-01	377	14693	131
2018-02-15	486	14694	24
2018-02-16	51	14694	152
2019-03-14	122	14695	196
2019-02-26	187	14697	48
2017-01-26	456	14698	42
2017-02-24	46	14699	222
2019-02-13	393	14699	435
2017-03-07	276	147	10
2019-01-05	320	147	91
2019-02-02	175	147	177
2018-03-29	79	14700	192
2019-03-30	422	14704	90
2018-03-27	196	14705	4
2017-03-03	189	14706	103
2018-03-04	124	14709	3
2019-01-03	152	14710	18
2017-01-04	233	14711	23
2018-03-08	83	14712	234
2017-03-03	175	14715	133
2018-03-22	118	14715	457
2017-01-29	432	14717	44
2018-03-23	148	14717	156
2017-01-04	122	14719	103
2017-02-16	116	14721	115
2019-01-16	5	14721	229
2017-01-30	466	14724	229
2018-01-17	357	14724	97
2017-01-13	214	14728	57
2018-03-23	33	14728	124
2017-03-10	317	14729	36
2018-01-01	272	14730	131
2018-01-02	322	14730	193
2017-03-08	341	14732	222
2018-02-15	211	14732	86
2019-03-23	158	14733	150
2018-03-10	398	14738	126
2019-03-21	327	14738	109
2018-01-19	470	14739	188
2018-01-22	446	14742	186
2017-03-07	215	14743	145
2018-01-28	59	14748	222
2018-02-07	277	14749	227
2018-02-07	195	1475	103
2019-01-05	414	1475	67
2018-01-03	481	14755	209
2017-02-08	421	14757	1166
2018-03-26	198	14761	87
2017-01-20	345	14762	132
2017-02-24	239	14766	159
2019-03-23	491	14766	82
2019-03-30	186	14766	72
2017-01-16	450	14769	8
2019-01-16	54	1477	112
2018-02-05	321	14771	15
2018-03-18	102	14776	197
2018-01-08	180	14782	185
2017-02-13	95	14784	70
2018-01-17	251	14796	25
2017-03-12	182	14797	5
2018-02-12	435	14799	130
2019-02-06	434	148	523
2017-03-13	110	14801	94
2019-02-08	146	14802	52
2017-01-13	375	14803	133
2017-02-14	98	14803	57
2019-03-18	385	14806	112
2018-03-27	233	14811	89
2018-03-11	383	14815	150
2018-01-21	450	14816	94
2019-01-21	140	14819	160
2018-01-05	233	1482	158
2019-03-12	276	14822	182
2018-03-29	276	14825	220
2019-03-19	2	14831	871
2017-02-16	142	14833	5
2019-02-12	497	14837	185
2019-01-11	50	14844	96
2019-02-27	385	14845	64
2018-02-19	460	14851	171
2019-01-26	143	14853	38
2017-02-12	438	14854	16
2017-01-03	410	14855	41
2018-01-04	261	14860	50
2017-02-17	261	14861	113
2017-03-15	200	14861	185
2018-01-01	316	14866	101
2019-01-25	62	14868	123
2018-03-02	297	1487	105
2019-03-25	312	14870	2
2017-02-12	491	14873	93
2018-02-06	482	14874	64
2019-02-09	41	14874	138
2017-01-22	37	14875	7
2018-03-12	291	14878	95
2018-02-05	317	1488	202
2017-02-27	215	14883	162
2017-03-24	250	14884	216
2018-02-22	81	14884	159
2017-02-12	49	14885	143
2019-01-19	209	14886	213
2017-01-24	456	14887	353
2017-03-30	97	14893	103
2019-01-10	163	14895	361
2018-01-02	390	14897	72
2019-03-25	160	14897	60
2018-02-03	61	14898	132
2018-03-24	209	14898	250
2018-03-21	258	149	98
2018-03-29	60	149	127
2019-02-18	361	149	222
2017-03-27	316	14902	595
2017-01-18	346	14903	46
2017-03-02	456	14903	146
2019-03-01	461	14905	9
2018-03-14	184	14907	71
2017-03-14	25	14908	15
2019-03-27	340	14912	67
2017-03-18	435	14923	154
2017-02-13	142	14925	159
2019-01-01	351	14925	173
2019-01-05	276	14926	159
2019-02-02	317	14929	173
2019-01-03	138	1493	136
2019-02-15	165	14930	84
2019-01-16	189	14935	132
2019-02-18	242	14935	131
2019-03-10	259	14935	157
2017-01-13	460	14937	77
2019-03-03	330	14937	74
2019-01-22	408	14938	110
2019-01-18	176	14940	97
2018-02-10	285	14942	28
2019-02-25	42	14942	88
2019-02-04	58	14943	276
2019-01-17	486	14945	20
2017-02-14	484	14948	290
2017-03-22	238	14948	117
2019-02-02	454	14949	322
2017-03-11	198	14950	233
2018-03-30	24	14950	33
2017-01-06	222	14953	86
2019-01-09	195	14957	134
2017-01-16	348	1496	91
2017-02-01	120	14960	32
2017-02-08	234	14960	185
2019-03-24	98	14962	89
2019-03-24	227	14964	110
2018-01-19	295	14965	71
2019-01-27	154	14967	177
2017-03-24	72	14969	83
2018-02-13	298	1497	120
2017-01-13	150	14970	169
2017-02-14	135	14972	178
2017-03-11	107	14973	70
2017-03-26	467	14975	93
2018-01-12	123	14975	207
2017-01-09	33	14979	164
2017-01-18	349	14979	139
2019-01-16	218	14980	179
2019-03-14	291	14980	105
2017-02-20	171	14984	106
2019-02-16	57	14984	49
2017-03-29	5	14988	168
2018-03-01	71	14988	77
2019-03-17	199	14992	26
2018-03-12	270	14993	104
2018-03-06	441	14994	51
2019-02-10	49	14997	25
2017-01-19	160	14999	178
2017-02-03	205	15000	209
2019-01-20	153	15001	16
2017-02-16	281	15002	93
2018-02-03	481	15002	116
2018-03-20	240	15003	174
2018-03-28	163	15003	102
2017-03-22	24	15004	171
2017-01-11	340	15005	174
2019-01-12	347	15006	230
2019-03-27	399	15010	43
2017-02-11	304	15016	235
2018-03-10	70	15017	187
2018-03-15	53	15019	215
2018-03-19	237	15019	201
2019-03-29	197	15021	218
2017-01-26	310	15028	30
2019-01-13	259	15029	12
2019-03-08	165	15035	115
2017-01-21	480	15037	1
2018-01-15	5	1504	289
2018-02-07	289	1504	289
2019-02-24	13	1504	233
2017-02-08	120	15041	105
2018-03-14	7	15044	220
2019-02-27	41	15046	236
2017-03-14	246	15047	288
2017-02-17	459	15051	52
2017-01-09	9	15054	266
2019-03-15	392	15055	144
2019-03-30	301	15055	189
2017-01-21	482	15057	135
2018-01-01	77	15057	144
2019-03-10	210	15062	194
2017-02-13	15	15064	100
2019-03-10	341	15070	237
2017-01-16	142	15072	142
2017-01-08	264	15075	121
2018-02-15	226	15077	28
2017-02-17	178	15078	39
2018-02-07	495	15079	91
2017-03-23	112	15080	42
2018-01-01	311	15080	36
2018-01-28	483	15080	17
2017-01-08	322	15081	132
2018-03-25	296	15083	216
2018-02-08	266	15084	450
2018-02-28	102	15085	10
2017-03-28	112	15086	43
2019-02-05	498	15089	85
2019-02-16	359	15091	15
2018-03-26	155	15092	68
2019-02-13	1	15093	1004
2019-02-15	55	15093	1068
2017-03-13	36	15094	188
2017-03-11	440	151	2
2019-03-09	159	151	253
2019-01-08	302	15101	197
2018-01-01	109	15109	419
2018-01-02	109	15112	366
2018-02-09	207	15113	22
2018-01-04	83	15115	291
2019-01-11	348	15118	181
2019-02-04	476	15119	154
2019-01-03	454	15124	65
2018-03-15	216	15125	168
2018-03-03	469	15127	95
2018-01-14	463	1513	118
2019-01-25	398	15132	202
2018-03-13	209	15136	30
2019-01-27	31	15136	116
2018-02-24	86	15138	203
2017-02-16	451	15142	54
2017-03-09	22	15142	1
2019-02-04	34	15142	191
2017-01-02	319	15149	172
2019-02-01	451	15153	83
2017-01-15	203	15154	205
2018-01-03	359	15154	222
2018-01-11	214	1516	193
2018-02-10	266	1516	102
2017-02-09	132	15160	136
2019-03-15	257	15161	137
2019-01-01	175	15163	520
2018-01-07	396	15167	166
2018-01-16	169	15169	208
2018-02-09	335	1517	20
2019-02-23	281	1517	120
2017-03-29	460	15170	209
2019-02-09	135	15170	46
2019-02-11	95	15170	44
2017-01-29	82	15172	177
2017-03-23	464	15173	201
2017-01-30	387	15174	47
2017-03-13	311	15174	204
2017-03-18	228	1518	125
2018-02-20	193	15182	66
2019-03-22	482	15188	544
2018-03-16	239	15191	6
2017-03-27	138	15194	47
2018-01-20	444	15194	231
2017-02-12	38	15197	188
2017-03-26	462	15199	73
2019-03-07	373	1520	63
2017-01-01	426	15205	131
2018-01-10	442	15206	88
2018-03-05	497	15209	16
2017-02-22	320	15210	92
2019-01-23	464	15211	150
2019-01-25	31	15214	207
2019-02-05	275	15214	354
2017-03-16	158	15215	62
2018-03-05	22	15218	237
2018-01-01	244	15221	89
2017-02-21	250	15222	213
2017-03-13	385	15222	176
2017-03-13	408	15224	69
2019-03-15	284	15224	101
2018-03-17	305	15225	184
2018-03-16	93	15226	21
2018-01-23	88	15229	522
2018-01-21	301	1523	171
2018-02-23	411	15232	115
2019-03-15	38	15234	140
2017-02-11	222	15237	62
2017-01-16	312	15238	166
2018-02-02	416	15238	27
2019-03-22	101	15238	26
2018-03-28	184	1524	61
2018-01-15	367	15241	152
2019-03-17	12	15249	107
2019-02-06	174	15250	934
2018-02-15	467	15251	148
2018-03-26	358	15252	182
2018-02-12	200	15254	106
2019-01-02	110	15258	181
2017-01-31	86	15260	156
2018-03-26	16	15261	305
2019-03-23	378	15261	500
2018-02-22	296	15263	82
2017-03-16	15	15264	23
2019-01-19	228	15264	104
2018-02-25	388	15267	161
2019-03-07	314	15267	137
2018-01-11	179	15269	137
2019-02-18	54	15271	95
2019-01-12	183	15272	140
2018-03-19	84	15276	64
2019-01-22	291	15276	88
2019-02-07	487	15278	67
2017-03-11	327	15281	207
2017-03-16	68	15282	144
2019-02-19	278	15282	7
2019-01-10	489	15283	14
2019-01-06	357	15288	188
2019-03-24	175	15290	104
2019-03-28	22	15292	83
2018-03-03	250	15293	81
2018-03-29	82	15294	221
2017-03-03	151	153	89
2018-02-07	281	1530	44
2017-03-13	5	15301	8
2019-01-16	153	15303	152
2017-01-22	184	15304	120
2017-03-03	133	15310	144
2017-03-05	98	15310	46
2018-02-11	343	15310	58
2017-01-13	12	15311	106
2017-03-27	456	15312	65
2018-01-07	32	15314	50
2019-02-03	98	15314	103
2019-02-16	37	15317	185
2019-02-02	448	15318	248
2017-01-04	207	15325	184
2017-02-05	422	15326	181
2018-03-09	16	15329	199
2017-03-13	450	15330	58
2018-02-18	264	15336	83
2017-02-04	252	15337	41
2018-02-12	151	15338	144
2017-01-17	215	15339	137
2017-03-17	225	15339	165
2019-01-25	204	15339	49
2017-03-05	284	1534	123
2017-03-13	24	15342	28
2018-01-29	335	15342	100
2019-03-07	491	15343	22
2019-02-16	220	15344	409
2019-02-16	294	15344	540
2019-02-08	64	15346	501
2017-01-12	329	15349	116
2019-01-05	202	15350	187
2018-03-17	153	15353	94
2017-01-02	94	15354	241
2019-03-21	478	15356	170
2017-03-30	78	15362	16
2019-01-24	118	15362	78
2017-03-16	18	15368	107
2017-01-08	289	15369	156
2017-03-26	189	1537	31
2018-01-18	378	15370	9
2017-02-22	429	15372	202
2018-03-25	355	15372	3
2019-01-16	481	15372	92
2017-01-02	279	15378	259
2017-01-15	301	1538	154
2018-03-07	58	15381	169
2017-02-18	90	15382	86
2019-03-03	398	15384	2
2019-01-24	290	15385	144
2017-03-16	405	15388	211
2018-02-02	494	15391	119
2018-02-13	354	15392	121
2018-01-27	481	15393	414
2017-03-10	460	15394	91
2019-03-10	70	15394	264
2017-01-29	475	15404	191
2019-01-16	290	15404	123
2018-02-13	356	15406	91
2018-01-18	257	15407	26
2018-02-22	197	15407	195
2019-01-10	247	15407	137
2017-02-03	147	15410	111
2019-03-22	267	15410	49
2019-01-01	233	15412	2
2017-01-29	431	15414	146
2017-01-30	226	15414	165
2017-02-06	225	15415	24
2019-01-05	156	15415	144
2019-02-13	353	15415	151
2019-03-20	422	15416	258
2018-01-22	474	15418	51
2017-03-26	442	1542	182
2017-02-03	189	15421	145
2018-02-18	83	15428	140
2019-03-28	104	1543	127
2019-01-28	477	15440	16
2018-02-04	77	15442	133
2018-02-24	178	15444	105
2018-03-23	285	15444	63
2017-01-19	237	15445	124
2018-01-17	493	15447	283
2019-02-11	201	15447	108
2017-01-13	286	15449	161
2017-02-10	263	15449	161
2018-03-30	493	15449	62
2018-02-05	246	15450	45
2018-03-28	228	15453	28
2018-03-03	18	15454	11
2019-01-22	388	15454	151
2019-01-06	24	15456	161
2019-03-27	380	15456	136
2017-01-16	54	15457	531
2018-02-12	36	15458	177
2018-03-29	415	15458	36
2017-02-21	448	15459	231
2018-03-29	83	15461	234
2019-02-02	20	15461	161
2017-01-03	221	15463	79
2018-02-18	497	15465	235
2019-01-04	399	15466	57
2019-02-22	235	15467	154
2018-03-27	338	15468	152
2019-02-22	55	15470	243
2017-03-29	228	15472	104
2018-03-30	332	15472	167
2019-03-22	306	15474	186
2018-01-26	278	15479	45
2017-03-23	226	15480	163
2018-01-21	137	15482	175
2018-03-25	292	15482	100
2018-03-23	14	15484	101
2018-03-01	343	15486	99
2019-01-25	368	15486	105
2017-02-22	197	15488	140
2019-02-15	491	15492	184
2019-02-10	135	15493	44
2017-01-05	438	15496	256
2018-03-04	42	15496	141
2018-02-14	265	15497	192
2019-02-16	112	15497	290
2017-01-06	293	155	152
2017-02-02	149	155	194
2018-02-01	207	155	133
2018-03-02	412	155	169
2017-01-23	426	15500	181
2018-02-15	419	15500	23
2019-01-07	193	15501	414
2019-02-22	182	15506	94
2017-01-02	58	15509	263
2017-01-31	380	15509	515
2017-03-06	312	15509	474
2019-03-05	255	15509	363
2018-02-05	259	1551	193
2018-03-24	309	1551	19
2018-03-25	466	15510	140
2018-02-21	83	15511	41
2017-03-06	425	15512	2
2019-01-22	105	15512	200
2019-01-31	38	15513	42
2017-02-16	175	15521	10
2017-01-20	206	15523	136
2017-03-22	344	15525	152
2018-01-29	205	15525	133
2018-02-04	317	15526	107
2019-01-27	218	15527	32
2017-02-27	322	15528	174
2018-01-24	62	15531	78
2018-01-22	471	15532	10
2018-03-16	178	15533	739
