product_id	product_name	retail_price	manufacturer_id	category_name
10932	Surpebamazz	114.61	11	Refridgerator
10933	Surzapexentor	142.24	196	GPS
10933	Surzapexentor	142.24	196	Vacuum Cleaner
10934	Trusipex	173.93	176	Recording Equipment
10935	Frojubewex	347.07	227	Dryer
10936	Supwerar	37.37	806	Satellite Radio
10936	Supwerar	37.37	806	Video Game
10937	Cipjubicex	446.36	837	Air Conditioning
10938	Emvenaquistor	381.78	706	MP3 Player
10939	Varquestantor	322.55	708	Recording Equipment
1094	Intumistor	142.14	416	Phone
1094	Intumistor	142.14	416	Refridgerator
1094	Intumistor	142.14	416	Tool
10940	Winnipazz	444.41	594	Satellite Radio
10941	Supwerover	295.03	910	CD
10941	Supwerover	295.03	910	Video Camera
10942	Barweror	449.23	437	Camera
10943	Upvenicator	361.85	919	Battery
10943	Upvenicator	361.85	919	Phone
10943	Upvenicator	361.85	919	Recording Equipment
10944	Lomjubax	11.41	106	Camera
10944	Lomjubax	11.41	106	Video Camera
10945	Barzapantor	266.69	746	Printer
10946	Lomdudamistor	211.54	360	Bluray
10946	Lomdudamistor	211.54	360	Computer
10947	Intanover	300.49	38	TV
10948	Suppebefin	345.24	855	Satellite Radio
10949	Inzapepor	370.83	217	Scanner
1095	Dopcadicator	339.83	658	TV
1095	Dopcadicator	339.83	658	Video Camera
10950	Dopmunefazz	278.19	754	Microwave
10951	Surquestentor	68.60	659	Computer
10952	Supjubplin	253.08	466	Fax
10952	Supjubplin	253.08	466	Printer
10952	Supjubplin	253.08	466	Scanner
10953	Barmunover	492.91	465	Computer
10954	Raphupinover	51.77	139	Video Game
10955	Dopdimupistor	8.32	332	Refridgerator
10956	Unericator	437.31	330	DVD
10957	Tupvenadar	7.41	224	Video Camera
10958	Mondudazz	12.66	84	Refridgerator
10959	Bareredax	269.80	158	Battery
1096	Incadopazz	433.30	615	Recording Equipment
1096	Incadopazz	433.30	615	Video Camera
10960	Lomrobackentor	36.21	539	Recording Equipment
10961	Truquestimor	237.46	97	Camera
10961	Truquestimor	237.46	97	Washer
10962	Rapbanefentor	127.21	656	CD
10963	Pardimommax	24.70	270	Fax
10964	Qwidudplar	335.58	56	Car Audio
10964	Qwidudplar	335.58	56	Video Game
10965	Retanonin	352.42	264	Air Purifier
10966	Rerobower	462.15	765	Phone
10967	Tuppickegentor	112.69	825	Car Audio
10967	Tuppickegentor	112.69	825	Projector
10968	Surnipin	134.06	157	Scanner
10969	Dopquestadex	399.94	445	Projector
10969	Dopquestadex	399.94	445	Video Camera
1097	Parsapilower	172.77	446	TV
10970	Advenollan	409.91	1	Projector
10970	Advenollan	409.91	1	TV
10971	Thrurobaman	270.10	199	Phone
10972	Parquestegin	210.58	140	Dryer
10972	Parquestegin	210.58	140	DVD
10973	Emdiminex	99.29	278	CD
10974	Unzapentor	310.00	903	Fax
10975	Uncadazz	334.90	323	Video Camera
10976	Embanilover	245.23	337	Air Purifier
10977	Dopzapefax	377.96	370	MP3 Player
10978	Dopsiponax	440.13	864	Camera Lens
10979	Upniponower	278.11	122	Car Audio
10979	Upniponower	278.11	122	Satellite Radio
1098	Varvenonazz	251.20	569	Satellite Radio
10980	Varkilegicator	141.15	781	Satellite Radio
10981	Tipquestexistor	33.16	740	Washer
10982	Varglibedgicator	380.49	377	MP3 Player
10982	Varglibedgicator	380.49	377	Video Camera
10983	Dopwerpollor	251.17	816	Washer
10984	Lomglibower	278.51	359	Scanner
10985	Tipnipefin	420.93	819	Printer
10986	Addimin	93.28	446	Battery
10986	Addimin	93.28	446	Dryer
10987	Varbanewover	121.70	681	Vacuum Cleaner
10987	Varbanewover	121.70	681	Video Camera
10988	Winbanazz	91.47	205	Scanner
10988	Winbanazz	91.47	205	Vacuum Cleaner
10988	Winbanazz	91.47	205	Video Game
10989	Lomdimilan	166.61	206	CD
1099	Thrueramower	485.02	8	Air Purifier
1099	Thrueramower	485.02	8	Satellite Radio
10990	Lomhupower	409.77	888	Satellite Radio
10990	Lomhupower	409.77	888	Vacuum Cleaner
10991	Frofroponantor	30.96	924	DVD
10992	Qwihupentor	434.70	532	Air Purifier
10993	Mondudexan	112.98	820	Phone
10993	Mondudexan	112.98	820	TV
10993	Mondudexan	112.98	820	Washer
10994	Parpickeficator	287.34	979	Computer
10995	Grodimollan	207.95	222	Car Audio
10995	Grodimollan	207.95	222	Projector
10996	Qwitanistor	168.82	339	CD
10997	Surdudar	425.53	383	Washer
10998	Undimentor	27.27	882	Computer
10998	Undimentor	27.27	882	Printer
10999	Gropickonistor	158.99	180	Video Camera
11	Rapdudollistor	325.25	489	Microwave
110	Suptanover	28.85	964	Bluray
1100	Endtanex	353.81	911	Battery
1100	Endtanex	353.81	911	Phone
11000	Adjubaquantor	304.54	68	MP3 Player
11001	Qwitinefower	99.85	532	Printer
11002	Varfropover	167.44	355	TV
11003	Dopnipin	445.30	658	Camera
11004	Varcadicator	460.92	995	Computer
11005	Kliwerpistor	9.09	663	Projector
11006	Tupsapicator	358.02	582	CD
11006	Tupsapicator	358.02	582	Scanner
11007	Varglibower	154.79	516	Printer
11008	Partanollazz	183.91	565	Vacuum Cleaner
11009	Trutumupar	216.87	140	Projector
1101	Surdimin	453.95	297	Car Audio
11010	Supzapamex	263.09	299	Recording Equipment
11011	Parquestistor	60.35	900	Washer
11012	Doptanower	67.28	239	Car Audio
11013	Hapsipewor	234.55	959	Scanner
11014	Surnipantor	129.65	807	Tool
11015	Kliquestentor	4.05	316	Computer
11016	Trududover	356.97	209	Projector
11017	Barpickan	376.04	488	Dryer
11018	Barwerpedar	246.19	125	GPS
11019	Fropebollex	414.64	241	Computer
11019	Fropebollex	414.64	241	Printer
11019	Fropebollex	414.64	241	Recording Equipment
1102	Zeenipistor	208.82	466	DVD
11020	Thrududower	260.14	124	Refridgerator
11021	Partumedgentor	341.44	850	Air Purifier
11022	Tiperedin	22.21	416	Bluray
11022	Tiperedin	22.21	416	Fax
11023	Qwitumistor	467.45	273	Tool
11024	Zeesipupor	490.17	190	Dryer
11025	Kliglibazz	379.95	343	Fax
11026	Emwerplover	335.40	831	Tool
11027	Vardimaquantor	98.60	14	Projector
11028	Cipbanistor	311.95	797	Recording Equipment
11029	Lomzapimar	103.05	116	Washer
1103	Lomerollin	468.44	19	DVD
11030	Klimunex	167.07	2	MP3 Player
11031	Grobanican	319.70	666	Printer
11031	Grobanican	319.70	666	Tool
11032	Zeebanaquan	351.68	769	CD
11032	Zeebanaquan	351.68	769	Scanner
11033	Unwerax	282.14	634	Air Conditioning
11034	Tupjubackan	473.57	174	Vacuum Cleaner
11034	Tupjubackan	473.57	174	Video Game
11035	Addimex	42.30	813	Camera Lens
11035	Addimex	42.30	813	Projector
11036	Adfropar	365.72	233	Satellite Radio
11037	Zeekiladentor	435.19	915	CD
11038	Lompebazz	290.25	560	Washer
11039	Rapvenex	270.43	332	Tool
1104	Supsapinower	149.27	633	CD
11040	Lomjubantor	63.91	798	Air Purifier
11040	Lomjubantor	63.91	798	Scanner
11041	Parquestin	438.50	123	Washer
11042	Doptinupor	437.79	477	Speaker
11042	Doptinupor	437.79	477	Tool
11043	Tupfropentor	374.60	713	Battery
11044	Truvenin	403.51	817	Video Camera
11045	Adzapor	350.41	818	Bluray
11046	Cipkilepower	463.68	346	Bluray
11047	Suphupanistor	201.15	415	Microwave
11047	Suphupanistor	201.15	415	Refridgerator
11047	Suphupanistor	201.15	415	Scanner
11048	Unbanazz	483.33	490	Tool
11049	Qwitinantor	284.30	732	Dryer
11049	Qwitinantor	284.30	732	Printer
1105	Suppickilover	495.20	214	Satellite Radio
11050	Qwibanedin	350.99	848	Video Camera
11051	Cipdudegazz	292.79	342	MP3 Player
11052	Resipan	180.35	116	Dryer
11052	Resipan	180.35	116	GPS
11053	Thrupickar	112.63	694	Phone
11054	Haphupicin	398.85	361	Projector
11055	Supfropepin	463.10	156	Video Camera
11056	Tiperilax	78.63	731	Printer
11057	Emjubor	199.99	362	MP3 Player
11058	Tuprobackex	455.13	546	Camera
11059	Truhupupazz	81.97	239	Bluray
11059	Truhupupazz	81.97	239	Car Audio
1106	Upvenamor	61.41	702	Refridgerator
1106	Upvenamor	61.41	702	Satellite Radio
1106	Upvenamor	61.41	702	Scanner
11060	Grovenimex	173.69	457	GPS
11061	Doperegax	260.42	401	Printer
11062	Dopfropanan	342.84	983	GPS
11063	Qwikilazz	81.87	306	Recording Equipment
11064	Hapdimefex	50.80	583	Phone
11065	Requestilicator	443.40	657	Dryer
11066	Winnipicex	208.67	977	Air Conditioning
11067	Winwericower	285.15	679	MP3 Player
11068	Surbanommax	260.98	284	Refridgerator
11069	Tupquestimazz	88.35	230	Bluray
11069	Tupquestimazz	88.35	230	Refridgerator
1107	Surtinex	364.79	471	Fax
11070	Untanistor	138.32	778	Battery
11070	Untanistor	138.32	778	MP3 Player
11071	Suptinupower	421.78	70	MP3 Player
11072	Partumar	86.79	593	Computer
11072	Partumar	86.79	593	Satellite Radio
11072	Partumar	86.79	593	Video Camera
11073	Inrobicator	475.76	768	Dryer
11074	Thrubanex	351.73	587	Camera
11074	Thrubanex	351.73	587	Fax
11074	Thrubanex	351.73	587	Video Game
11075	Thrujubax	321.64	148	Bluray
11076	Grozaponantor	403.65	315	Vacuum Cleaner
11077	Grokilicar	147.61	764	Car Audio
11078	Inweran	64.93	932	Projector
11079	Qwipebentor	140.76	628	CD
11079	Qwipebentor	140.76	628	Projector
11079	Qwipebentor	140.76	628	TV
1108	Barcadomman	206.52	671	Video Camera
1108	Barcadomman	206.52	671	Washer
11080	Winbanower	416.27	913	Battery
11080	Winbanower	416.27	913	Dryer
11080	Winbanower	416.27	913	Refridgerator
11081	Zeeeropex	135.25	918	GPS
11082	Thrufropantor	115.27	975	Phone
11082	Thrufropantor	115.27	975	Video Camera
11083	Frosapackover	28.65	492	Car Audio
11084	Intumefex	252.06	168	Air Conditioning
11085	Klidimex	374.28	649	Computer
11086	Uphupex	140.35	30	Phone
11087	Frotanan	240.05	10	Printer
11088	Upmunazz	383.29	975	Projector
1109	Vareran	17.10	556	DVD
11090	Indimentor	463.67	501	Air Conditioning
11090	Indimentor	463.67	501	Air Purifier
11090	Indimentor	463.67	501	DVD
11091	Tipglibicator	166.73	890	Projector
11091	Tipglibicator	166.73	890	Tool
11091	Tipglibicator	166.73	890	Video Camera
11092	Tuphupan	480.06	86	Camera Lens
11092	Tuphupan	480.06	86	Speaker
11093	Dopquestopazz	209.28	476	Recording Equipment
11094	Tipquestefin	97.74	238	Camera Lens
11094	Tipquestefin	97.74	238	Vacuum Cleaner
11095	Tuptanicover	303.49	831	Recording Equipment
11096	Tupsipor	96.66	18	Bluray
11097	Winjubax	356.93	411	Camera Lens
11097	Winjubax	356.93	411	Dryer
11098	Emquestefantor	324.80	262	Battery
11099	Tiptanor	460.12	873	Vacuum Cleaner
111	Monsapanex	51.99	975	Washer
1110	Grojubadax	205.40	398	Recording Equipment
1110	Grojubadax	205.40	398	Video Camera
11100	Upfropackicator	142.74	976	Video Game
11101	Upzapamistor	179.53	874	Bluray
11102	Emnipommistor	440.18	258	Air Conditioning
11103	Surnipan	395.98	861	Phone
11104	Reericator	146.98	587	Bluray
11105	Rapjubor	429.21	351	Computer
11105	Rapjubor	429.21	351	Projector
11106	Lomdimantor	207.00	564	CD
11107	Vardimower	204.59	252	Video Camera
11108	Upzapin	260.90	582	Printer
11109	Untinantor	78.21	340	MP3 Player
1111	Gropebar	369.66	37	Phone
11110	Tupglibicator	60.45	584	Satellite Radio
11111	Tipzapar	431.02	727	Camera
11112	Adjubower	136.06	642	Camera Lens
11113	Winerexicator	315.38	177	Video Camera
11114	Supniponower	165.69	324	Video Camera
11115	Grohupower	39.44	802	Printer
11116	Montanazz	146.15	130	Computer
11117	Lomfropamar	315.19	266	Computer
11118	Empickan	329.81	624	DVD
11119	Lomfropentor	176.52	993	Tool
1112	Tippebamower	313.41	686	Battery
11120	Lomquestazz	304.05	352	Microwave
11121	Supquestin	468.62	619	Dryer
11122	Trujubax	401.86	729	Scanner
11123	Vartumex	250.51	110	Printer
11123	Vartumex	250.51	110	Video Camera
11124	Unkiladicator	124.69	270	Camera
11125	Tupkilantor	471.59	100	Camera Lens
11126	Zeebaninan	441.72	851	Air Purifier
11126	Zeebaninan	441.72	851	Printer
11127	Varzapax	377.50	191	Camera Lens
11127	Varzapax	377.50	191	Vacuum Cleaner
11128	Uptanazz	379.02	641	DVD
11129	Vardimackex	49.24	369	Camera
1113	Surhupower	300.88	692	Speaker
11130	Upsipackentor	225.98	848	Dryer
11131	Adpickor	47.72	676	DVD
11132	Repebin	322.81	320	GPS
11133	Infropopentor	104.82	945	CD
11133	Infropopentor	104.82	945	Recording Equipment
11134	Barquestex	498.01	887	Air Conditioning
11135	Suprobazz	237.74	516	Car Audio
11136	Tippickistor	195.07	457	Bluray
11137	Adwerex	219.30	758	Video Camera
11138	Hapvenantor	381.67	681	Computer
11138	Hapvenantor	381.67	681	Microwave
11139	Grojubover	322.85	161	Air Conditioning
1114	Raperollin	460.19	492	Satellite Radio
11140	Tipwerpollor	168.28	67	Battery
11141	Klirobar	435.76	644	Battery
11142	Klidudantor	479.15	189	Camera Lens
11143	Grozapedgantor	306.08	592	Air Purifier
11144	Cipbanantor	451.01	128	CD
11145	Winquestan	33.65	154	DVD
11146	Supkilicator	31.68	577	Fax
11146	Supkilicator	31.68	577	Refridgerator
11147	Thruwericator	165.68	21	Dryer
11148	Raptanower	44.59	148	Air Purifier
11148	Raptanower	44.59	148	Printer
11149	Tupglibar	59.30	983	Washer
1115	Klisapantor	261.46	275	Washer
11150	Cippickicator	158.34	651	Car Audio
11150	Cippickicator	158.34	651	Refridgerator
11150	Cippickicator	158.34	651	Video Camera
11151	Tipbanar	281.46	793	MP3 Player
11151	Tipbanar	281.46	793	Speaker
11152	Retinegor	28.12	715	Battery
11153	Parzapicator	149.29	812	Vacuum Cleaner
11154	Surtumplar	157.07	178	Computer
11155	Emfropantor	174.13	844	Fax
11156	Tupglibover	277.67	221	Satellite Radio
11157	Unbanefex	190.66	576	Printer
11158	Grotinentor	272.29	453	Vacuum Cleaner
11158	Grotinentor	272.29	453	Washer
11159	Suppickicator	175.39	424	Video Camera
1116	Supvenar	400.24	396	DVD
11160	Emtumanentor	487.50	734	Bluray
11161	Tipzapicator	329.50	689	Scanner
11162	Frosapicor	325.57	841	Projector
11163	Monhupadentor	212.66	985	Satellite Radio
11164	Cipfropicator	352.22	259	Video Game
11165	Grorobentor	13.73	307	Air Conditioning
11165	Grorobentor	13.73	307	Phone
11166	Tipjubinin	109.21	108	Video Camera
11167	Froerex	32.24	541	Printer
11168	Endtanefazz	317.36	652	Scanner
11169	Zeetinistor	427.95	729	Car Audio
11169	Zeetinistor	427.95	729	Dryer
11169	Zeetinistor	427.95	729	Recording Equipment
1117	Rapericantor	454.06	517	Computer
11170	Cipjubupan	344.36	2	Speaker
11171	Gronipax	426.85	13	Computer
11171	Gronipax	426.85	13	Fax
11171	Gronipax	426.85	13	MP3 Player
11172	Tupnipazz	433.52	184	Air Purifier
11172	Tupnipazz	433.52	184	Battery
11172	Tupnipazz	433.52	184	Refridgerator
11173	Barwerupistor	7.96	624	Refridgerator
11174	Varhupover	9.23	273	Printer
11174	Varhupover	9.23	273	Washer
11175	Varerplex	368.29	688	Microwave
11176	Redudador	489.46	881	Bluray
11177	Hapwerpamax	96.78	336	Air Purifier
11178	Monwerpantor	299.50	152	Camera
11179	Tupdimegantor	92.04	538	Tool
11179	Tupdimegantor	92.04	538	TV
1118	Raprobower	62.03	255	Battery
11180	Endpebackin	440.91	149	Fax
11180	Endpebackin	440.91	149	Printer
11180	Endpebackin	440.91	149	Satellite Radio
11181	Hapweregistor	277.04	509	Microwave
11182	Grodimex	333.91	858	Washer
11183	Admunazz	320.72	901	Dryer
11184	Lomhupilower	390.89	849	Air Conditioning
11184	Lomhupilower	390.89	849	Car Audio
11184	Lomhupilower	390.89	849	Video Game
11185	Monwerpentor	444.52	297	Vacuum Cleaner
11186	Barquestedgistor	20.60	526	Vacuum Cleaner
11187	Qwipickower	174.52	224	Computer
11188	Survenin	447.75	805	Printer
11189	Ciperewower	324.89	342	MP3 Player
1119	Tupquesticator	130.15	79	Vacuum Cleaner
11190	Trurobentor	460.07	80	Car Audio
11191	Cipzapewax	5.41	558	Video Game
11191	Cipzapewax	5.41	558	Washer
11192	Endjubin	447.01	722	Speaker
11193	Doperantor	207.28	561	CD
11194	Surmunazz	335.35	187	Computer
11195	Klinipar	338.78	839	Video Camera
11196	Supwerpommicator	111.20	961	Computer
11196	Supwerpommicator	111.20	961	Projector
11196	Supwerpommicator	111.20	961	Video Camera
11197	Trurobopover	267.49	134	Bluray
11197	Trurobopover	267.49	134	Recording Equipment
11198	Zeebanan	453.86	154	Car Audio
11198	Zeebanan	453.86	154	Video Camera
11199	Thrupeban	438.28	677	Air Conditioning
11199	Thrupeban	438.28	677	Fax
112	Hapwerpor	386.48	553	Air Conditioning
112	Hapwerpor	386.48	553	Satellite Radio
1120	Inmunar	348.13	925	Dryer
1120	Inmunar	348.13	925	Video Game
11200	Inhupilentor	424.43	669	Car Audio
11201	Frotumex	499.43	645	Video Camera
11202	Zeebanantor	348.32	169	GPS
11203	Thrutinegicator	116.64	256	CD
11204	Tupbanadin	214.94	156	Camera
11205	Qwizapupazz	231.49	603	Speaker
11206	Rekilonax	347.94	303	GPS
11207	Truglibanin	21.16	373	Fax
11208	Frozapex	141.05	776	Tool
11209	Raprobover	288.78	450	Microwave
11209	Raprobover	288.78	450	Satellite Radio
1121	Doppebicistor	20.17	648	Battery
11210	Intumupover	184.66	301	Washer
11211	Trusipar	181.89	378	Phone
11212	Zeequesticator	391.16	657	Recording Equipment
11213	Aderentor	181.25	487	CD
11213	Aderentor	181.25	487	Computer
11213	Aderentor	181.25	487	Dryer
11214	Adtanantor	234.48	756	Computer
11214	Adtanantor	234.48	756	Washer
11215	Hapwerpegover	211.46	821	Computer
11216	Qwitinommentor	495.59	260	Camera Lens
11217	Adsapackex	5.85	594	Camera
11218	Rapvenor	321.77	722	Printer
11219	Raprobax	407.70	17	Washer
1122	Emwerentor	124.04	690	MP3 Player
11220	Upgliban	493.13	212	Battery
11221	Tupdudentor	434.69	487	Speaker
11222	Varhupedgower	84.49	996	Recording Equipment
11223	Zeesapistor	492.48	177	DVD
11224	Varrobepistor	467.88	446	Phone
11225	Retumover	339.95	169	Washer
11226	Bartanaquicator	479.85	719	Camera
11227	Adpickan	227.24	935	Satellite Radio
11228	Ciperilazz	172.61	581	Fax
11229	Zeewerponor	170.45	320	Vacuum Cleaner
1123	Qwiquestover	137.16	163	Fax
1123	Qwiquestover	137.16	163	Satellite Radio
11230	Monpickar	258.09	536	Battery
11231	Rapsapazz	222.97	173	MP3 Player
11231	Rapsapazz	222.97	173	Printer
11232	Qwivenackover	142.92	419	Battery
11233	Monzapicator	361.22	182	Printer
11233	Monzapicator	361.22	182	Video Game
11234	Trujubilar	167.61	478	Microwave
11234	Trujubilar	167.61	478	Scanner
11235	Barquestollar	441.48	310	Projector
11236	Upsapedan	428.72	509	Camera Lens
11237	Raptanackistor	218.27	1	Projector
11238	Lomtumax	106.78	131	Satellite Radio
11239	Parwericator	160.40	888	Washer
1124	Tupsapegover	139.59	765	Scanner
1124	Tupsapegover	139.59	765	TV
11240	Zeejubicator	97.58	583	Computer
11241	Parwerover	499.44	940	Air Purifier
11242	Parcadackor	34.47	163	Phone
11243	Tupwerewan	159.97	57	Air Conditioning
11244	Barkilefor	141.23	464	Microwave
11245	Frosipefan	279.18	24	Air Purifier
11246	Frozapax	114.25	448	MP3 Player
11247	Groquestepistor	266.76	395	Camera Lens
11248	Upquestedgistor	472.80	181	Tool
11249	Lomsipazz	124.89	63	Projector
1125	Undudicator	121.91	465	Camera Lens
11250	Frotanex	343.19	566	DVD
11251	Frotanex	106.35	590	Dryer
11252	Rekiladax	445.72	223	Camera Lens
11253	Tipkilepor	47.15	568	Video Game
11254	Pardimentor	445.15	476	Recording Equipment
11255	Fronipazz	489.74	853	Tool
11256	Tiptanistor	415.94	290	Recording Equipment
11257	Admunin	355.84	568	Battery
11257	Admunin	355.84	568	Computer
11258	Wintinplentor	148.77	350	Bluray
11259	Barquestaquicator	374.99	101	Speaker
11259	Barquestaquicator	374.99	101	Washer
1126	Qwiglibollan	286.94	388	Phone
11260	Inglibover	251.65	726	MP3 Player
11261	Pareredentor	121.70	351	Bluray
11262	Mondudan	348.55	518	Fax
11263	Happebplazz	470.60	779	Refridgerator
11264	Rappebommentor	31.69	70	Battery
11265	Lomtumor	461.69	567	Air Purifier
11266	Gropickentor	39.97	389	MP3 Player
11267	Unzapadantor	30.94	175	Microwave
11267	Unzapadantor	30.94	175	Washer
11268	Frowerpentor	14.64	920	DVD
11269	Emquestor	293.00	946	TV
1127	Ungliban	318.42	312	Camera
1127	Ungliban	318.42	312	Projector
11270	Qwidudanistor	282.74	242	Video Camera
11271	Thrugliban	278.33	898	Bluray
11271	Thrugliban	278.33	898	Printer
11272	Adsipopicator	399.07	513	MP3 Player
11273	Repebedgazz	162.37	682	Printer
11274	Surbananower	311.13	178	CD
11274	Surbananower	311.13	178	Phone
11275	Barvenilax	493.69	208	Dryer
11276	Pardimazz	401.22	376	Refridgerator
11277	Growerpor	424.53	669	Camera
11278	Inwerpefower	352.25	577	Dryer
11279	Growerpower	189.70	402	Microwave
1128	Barrobepan	198.49	683	Bluray
1128	Barrobepan	198.49	683	Vacuum Cleaner
11280	Winkilar	226.70	285	Refridgerator
11281	Klisipor	214.08	580	Scanner
11282	Trujubaquantor	254.44	917	Dryer
11282	Trujubaquantor	254.44	917	Recording Equipment
11282	Trujubaquantor	254.44	917	Speaker
11283	Qwidimepax	48.72	795	Battery
11284	Varwerpador	327.27	276	Phone
11284	Varwerpador	327.27	276	Satellite Radio
11284	Varwerpador	327.27	276	Video Camera
11285	Dopjubin	152.75	318	Car Audio
11286	Mondudommazz	277.25	51	Printer
11287	Thrukilantor	96.77	383	Bluray
11288	Addudex	416.08	570	Bluray
11288	Addudex	416.08	570	Tool
11289	Parvenaquistor	177.87	234	GPS
1129	Emeromman	123.14	613	Projector
11290	Lompebupex	26.54	543	Battery
11291	Haperommex	73.88	104	Video Camera
11292	Suphupover	70.50	869	GPS
11292	Suphupover	70.50	869	Printer
11293	Rapzapilazz	231.79	153	GPS
11294	Kliglibamin	408.76	162	Air Purifier
11294	Kliglibamin	408.76	162	Camera
11295	Klieropistor	475.88	470	Projector
11296	Unpickistor	151.90	875	Battery
11297	Tiptinepan	63.87	455	Camera Lens
11298	Suprobazz	129.28	627	GPS
11299	Emwerpamex	179.53	45	CD
113	Upkilar	8.89	206	Printer
1130	Emdudicower	447.30	11	Recording Equipment
11300	Cipwerilower	240.20	107	CD
11300	Cipwerilower	240.20	107	Fax
11300	Cipwerilower	240.20	107	Satellite Radio
11301	Endcadinar	84.31	922	Speaker
11302	Lomsipupex	253.12	240	Scanner
11303	Lomwerpover	180.80	691	Vacuum Cleaner
11303	Lomwerpover	180.80	691	Video Game
11304	Tipwerackentor	342.15	442	Microwave
11304	Tipwerackentor	342.15	442	TV
11305	Supjubewan	65.86	494	Printer
11306	Adkilar	207.27	602	Battery
11306	Adkilar	207.27	602	Projector
11307	Tipbanicator	284.36	855	Speaker
11308	Unsipex	236.03	957	Bluray
11308	Unsipex	236.03	957	Computer
11308	Unsipex	236.03	957	Washer
11309	Klirobewantor	451.46	555	MP3 Player
11309	Klirobewantor	451.46	555	TV
11309	Klirobewantor	451.46	555	Video Game
1131	Trubanor	354.74	904	Computer
11310	Gromunepex	89.52	981	Camera Lens
11311	Adkilistor	491.42	438	Phone
11312	Barrobax	4.59	453	Tool
11313	Klizapexor	459.07	814	Phone
11314	Unzapistor	149.28	869	Video Camera
11315	Inrobor	38.56	353	Phone
11316	Infroponex	367.26	912	Satellite Radio
11317	Trutananazz	300.83	968	Tool
11318	Qwiweran	144.33	721	DVD
11318	Qwiweran	144.33	721	Vacuum Cleaner
11319	Inrobollar	378.94	144	Washer
1132	Grojubover	480.04	731	Air Purifier
11320	Parpickaquax	185.44	443	Vacuum Cleaner
11321	Monpickewor	443.21	449	Bluray
11321	Monpickewor	443.21	449	Dryer
11322	Zeefropower	114.86	718	MP3 Player
11323	Endtumador	336.77	145	Speaker
11324	Unnipackantor	267.46	357	Recording Equipment
11324	Unnipackantor	267.46	357	Washer
11325	Adquestedistor	209.86	387	Vacuum Cleaner
11326	Tupwerepex	208.83	878	Camera Lens
11326	Tupwerepex	208.83	878	Dryer
11326	Tupwerepex	208.83	878	Tool
11327	Groquestaquicator	168.28	600	Vacuum Cleaner
11328	Tupvenower	253.61	629	Dryer
11329	Upvenicator	335.25	17	CD
1133	Endglibor	5.77	554	Printer
11330	Adhupazz	342.79	347	Car Audio
11330	Adhupazz	342.79	347	Video Camera
11331	Emdudin	338.35	113	Scanner
11332	Winglibegantor	296.25	55	Bluray
11332	Winglibegantor	296.25	55	Camera Lens
11333	Lomdudicator	173.72	876	Computer
11333	Lomdudicator	173.72	876	Phone
11334	Ciptinar	449.50	987	Microwave
11335	Frotinentor	143.39	777	GPS
11336	Thrujubantor	460.96	237	Bluray
11336	Thrujubantor	460.96	237	Camera Lens
11336	Thrujubantor	460.96	237	Fax
11337	Cipkilan	74.64	403	Car Audio
11338	Lomzapplover	206.56	418	Battery
11338	Lomzapplover	206.56	418	CD
11339	Klidudedgistor	262.41	206	Bluray
1134	Tuptinicex	35.28	800	Speaker
11340	Cippickonax	445.47	181	Air Conditioning
11340	Cippickonax	445.47	181	Battery
11340	Cippickonax	445.47	181	Vacuum Cleaner
11341	Tipwerpantor	492.89	727	Printer
11342	Parwerantor	360.74	735	Video Game
11343	Lomtanadover	464.62	574	Camera
11344	Wincadower	89.34	823	Satellite Radio
11345	Surfropaquazz	35.12	548	Satellite Radio
11345	Surfropaquazz	35.12	548	Speaker
11345	Surfropaquazz	35.12	548	Video Game
11346	Upglibantor	70.29	962	CD
11347	Doppickistor	111.43	373	Projector
11348	Barpickor	83.50	50	DVD
11349	Insipopantor	371.19	590	Tool
1135	Unhupicax	486.07	372	Air Purifier
11350	Frotinaquax	109.62	956	Car Audio
11351	Froglibegantor	351.07	135	DVD
11351	Froglibegantor	351.07	135	TV
11352	Unkilover	419.54	546	Projector
11353	Cipsapor	250.33	136	Projector
11354	Monwerefax	494.09	767	MP3 Player
11354	Monwerefax	494.09	767	Recording Equipment
11354	Monwerefax	494.09	767	Video Game
11355	Surcadower	297.00	677	Computer
11356	Hapsapan	469.45	761	MP3 Player
11356	Hapsapan	469.45	761	Printer
11356	Hapsapan	469.45	761	Vacuum Cleaner
11357	Inerewan	416.35	465	Battery
11357	Inerewan	416.35	465	Fax
11358	Cipjubower	413.34	704	DVD
11359	Hapkilower	133.30	286	Computer
11359	Hapkilower	133.30	286	Projector
11359	Hapkilower	133.30	286	Tool
1136	Frohupepantor	229.02	313	Bluray
11360	Addudollistor	357.03	537	Satellite Radio
11361	Frokilower	39.99	19	CD
11362	Unglibistor	31.75	128	CD
11362	Unglibistor	31.75	128	Microwave
11363	Monpickentor	400.78	705	Phone
11364	Tupsapax	109.67	963	Air Purifier
11365	Rapfropazz	251.17	854	Bluray
11365	Rapfropazz	251.17	854	Speaker
11366	Varkiledin	196.17	83	Camera Lens
11366	Varkiledin	196.17	83	Microwave
11366	Varkiledin	196.17	83	Washer
11367	Frobanan	330.87	964	Scanner
11368	Rapwerpimazz	10.57	845	Dryer
11369	Cipkilan	6.89	598	Microwave
11369	Cipkilan	6.89	598	Printer
11369	Cipkilan	6.89	598	Vacuum Cleaner
1137	Retinexentor	285.31	160	Fax
1137	Retinexentor	285.31	160	GPS
